Order ID,Date,Customer_Name,Product,Category,Quantity,Price,City,Discount,Payment Mode,Order Status,Salesperson,Profit,Shipping Cost,Remarks
ORD6968,2024-08-30,Brittany Robertson,OnePlus 11,Tablet,3,95596,Chennai,12%,Cash,Delivered,Riya,5249,499,No stock
ORD6969,2024-11-03,Jose White,MacBook Air,Mobile,5,82677,Chennai,5%,Credit Card,Cancelled,Priya,12805,467,Late delivery
ORD6970,2025-03-14,Diana Stewart,Fitbit Charge,Tablet,1,39529,Mumbai,4%,Net Banking,Delayed,Riya,-4442,920,Late delivery
ORD6971,2025-04-08,Elizabeth Williams,iPhone 13,Accessories,3,60087,Kolkata,6%,UPI,Cancelled,David,-3854,587,Urgent
ORD6972,2025-03-04,Angel Moody,Galaxy Tab,Smartwatch,2,92311,Delhi,4%,Cash,Cancelled,Arjun,2943,359,Fragile
ORD6973,2024-09-17,Aaron Adams,OnePlus 11,Smartwatch,3,98471,Mumbai,19%,UPI,Delivered,John,6936,716,-
ORD6974,2024-12-07,Melissa Hicks,Galaxy Tab,Accessories,5,65399,Chennai,11%,Cash,Cancelled,Arjun,-886,189,No stock
ORD6975,2024-11-30,Michele Mcdonald,MacBook Air,Accessories,1,130087,Kolkata,0%,UPI,Delivered,Priya,-2669,448,No stock
ORD6976,2025-03-13,Christopher Larson,AirPods Pro,Laptop,3,31638,Bengaluru,16%,Cash,Pending,Priya,13637,186,Urgent
ORD6977,2025-02-24,Joel Collins,iPhone 13,Mobile,4,96009,Delhi,17%,UPI,Delayed,Sarah,13759,591,Urgent
ORD6978,2024-12-02,Cody Clements,Galaxy Tab,Smartwatch,4,69495,Hyderabad,8%,Credit Card,Pending,Priya,5817,805,Urgent
ORD6979,2025-03-21,Micheal Castaneda,iPhone 13,Smartwatch,4,130015,Mumbai,17%,UPI,Pending,Riya,10099,803,Fragile
ORD6980,2025-04-26,Jeffery Manning,Fitbit Charge,Accessories,5,99102,Delhi,12%,Net Banking,Delayed,Riya,14690,342,Urgent
ORD6981,2024-05-25,Blake Scott,iPhone 13,Laptop,5,47259,Bengaluru,15%,Debit Card,Delayed,John,2673,904,Fragile
ORD6982,2024-09-23,Mike Gonzalez,OnePlus 11,Laptop,3,120169,Chennai,2%,Cash,Pending,Sarah,-1731,309,Late delivery
ORD6983,2025-01-31,Steven Cunningham,AirPods Pro,Tablet,5,18207,Mumbai,2%,Cash,Delivered,David,5709,579,-
ORD6984,2024-11-29,Samuel Foster,AirPods Pro,Laptop,4,25733,Chennai,3%,UPI,Cancelled,Riya,7826,557,-
ORD6985,2024-12-13,Mariah Owens,iPhone 13,Smartwatch,3,42646,Kolkata,5%,Debit Card,Pending,Sarah,5906,322,Urgent
ORD6986,2025-03-13,Tina Zhang,OnePlus 11,Accessories,1,57699,Chennai,12%,Debit Card,Cancelled,David,15801,629,Late delivery
ORD6987,2024-12-28,Deanna Carrillo,MacBook Air,Smartwatch,1,134253,Mumbai,4%,Debit Card,Pending,Priya,6922,464,Fragile
ORD6988,2025-03-30,Suzanne Cummings,MacBook Air,Smartwatch,2,148112,Mumbai,10%,Credit Card,Delayed,John,17118,232,Late delivery
ORD6989,2024-06-07,Melanie Lee,MacBook Air,Mobile,3,30310,Kolkata,0%,Debit Card,Cancelled,Riya,2720,455,Urgent
ORD6990,2024-05-24,Lawrence Russell,MacBook Air,Smartwatch,5,12963,Hyderabad,8%,Credit Card,Delivered,Priya,4641,991,-
ORD6991,2025-04-23,Megan Harper,OnePlus 11,Smartwatch,1,131154,Hyderabad,5%,Net Banking,Cancelled,John,18154,995,No stock
ORD6992,2025-02-07,Rebecca Choi,MacBook Air,Smartwatch,2,22530,Kolkata,8%,Net Banking,Delayed,Sarah,5170,932,No stock
ORD6993,2024-08-24,Tim Vega,MacBook Air,Laptop,4,102769,Kolkata,16%,Cash,Cancelled,Riya,2260,106,Late delivery
ORD6994,2024-10-23,Joy Hernandez,Fitbit Charge,Laptop,5,89997,Kolkata,1%,UPI,Delivered,Arjun,12423,562,Fragile
ORD6995,2025-04-14,Samuel Hughes,iPhone 13,Accessories,3,77137,Kolkata,13%,Cash,Pending,Sarah,10240,525,Fragile
ORD6996,2024-10-02,Scott Wilson,Fitbit Charge,Mobile,3,71743,Delhi,15%,Net Banking,Delayed,Sarah,17555,448,Late delivery
ORD6997,2024-06-25,Justin Freeman,iPhone 13,Mobile,5,35485,Kolkata,1%,Credit Card,Delayed,Riya,11319,963,No stock
ORD6998,2025-04-04,Katie Martinez,AirPods Pro,Accessories,2,8808,Hyderabad,10%,Net Banking,Delivered,Sarah,12703,756,-
ORD6999,2025-04-25,Stephanie Mcdonald,Fitbit Charge,Mobile,1,147138,Chennai,20%,Cash,Cancelled,David,14534,535,-
ORD7000,2025-02-17,Jennifer Mckenzie,iPhone 13,Laptop,1,113807,Bengaluru,14%,UPI,Pending,Sarah,1403,308,Urgent
ORD7001,2025-02-12,Danielle Lewis,AirPods Pro,Smartwatch,3,50796,Chennai,7%,Credit Card,Pending,Sarah,-2282,860,Fragile
ORD7002,2024-07-16,Sandra Kirby,Galaxy Tab,Accessories,3,106751,Chennai,2%,Credit Card,Cancelled,Sarah,7222,583,Urgent
ORD7003,2024-10-03,Katherine Clark,MacBook Air,Laptop,5,39294,Hyderabad,17%,Debit Card,Pending,Riya,3745,721,-
ORD7004,2024-06-26,Christopher Hudson,AirPods Pro,Mobile,4,32719,Chennai,13%,Credit Card,Delayed,Sarah,13455,297,Urgent
ORD7005,2024-10-19,Valerie Owens,iPhone 13,Accessories,1,33363,Mumbai,1%,Credit Card,Delivered,David,-4833,937,Urgent
ORD7006,2025-03-04,Veronica Medina,OnePlus 11,Mobile,3,110265,Chennai,10%,Debit Card,Cancelled,David,9070,256,No stock
ORD7007,2024-11-07,Desiree Brooks,OnePlus 11,Mobile,1,65432,Bengaluru,10%,Net Banking,Pending,Sarah,18369,312,No stock
ORD7008,2025-03-14,Jason Harper,OnePlus 11,Mobile,1,90360,Chennai,8%,UPI,Cancelled,Arjun,-2716,563,Urgent
ORD7009,2025-02-24,Susan Singh,Galaxy Tab,Tablet,2,146740,Hyderabad,13%,Debit Card,Delayed,David,8389,222,No stock
ORD7010,2024-10-27,Gina Henderson,OnePlus 11,Smartwatch,4,134884,Mumbai,13%,Cash,Delayed,John,9271,338,Late delivery
ORD7011,2024-12-04,Breanna Williamson,AirPods Pro,Accessories,3,64196,Bengaluru,13%,Cash,Delivered,Arjun,19519,340,Urgent
ORD7012,2024-09-10,Marissa Huber,iPhone 13,Smartwatch,2,85372,Bengaluru,14%,Credit Card,Delivered,Priya,1113,190,Urgent
ORD7013,2025-02-05,Brandon Dorsey,Galaxy Tab,Smartwatch,4,79819,Delhi,14%,Cash,Pending,Riya,7253,284,No stock
ORD7014,2025-02-16,Maureen Powell,Galaxy Tab,Tablet,5,132249,Bengaluru,11%,UPI,Delayed,Riya,13237,319,Fragile
ORD7015,2024-09-26,Lisa Wade,Galaxy Tab,Laptop,1,60073,Kolkata,7%,Debit Card,Pending,David,-1287,695,Fragile
ORD7016,2024-09-16,Christopher Marks,AirPods Pro,Tablet,3,43892,Chennai,17%,Credit Card,Cancelled,Priya,18226,615,Urgent
ORD7017,2024-10-18,Stephen Fisher,MacBook Air,Tablet,3,136878,Chennai,15%,UPI,Delayed,John,10422,254,Late delivery
ORD7018,2024-11-14,Sean Vargas,iPhone 13,Smartwatch,5,42683,Chennai,15%,Net Banking,Pending,Arjun,-3511,784,No stock
ORD7019,2024-08-31,Susan Wilson,iPhone 13,Tablet,5,56897,Chennai,1%,Cash,Cancelled,Riya,2644,298,No stock
ORD7020,2024-06-20,Michael Jones,AirPods Pro,Laptop,4,59114,Bengaluru,3%,UPI,Cancelled,Priya,19862,952,Urgent
ORD7021,2024-08-10,Christopher Briggs,AirPods Pro,Smartwatch,4,70004,Hyderabad,16%,Credit Card,Cancelled,John,17115,335,No stock
ORD7022,2025-04-13,Kimberly Jackson,OnePlus 11,Accessories,2,51349,Mumbai,1%,UPI,Pending,Priya,8175,671,Fragile
ORD7023,2025-02-04,James Campbell,iPhone 13,Accessories,4,100198,Hyderabad,8%,Net Banking,Pending,Arjun,1763,561,Urgent
ORD7024,2025-01-12,Jeremy Hawkins,Fitbit Charge,Laptop,3,83027,Kolkata,3%,Cash,Cancelled,Priya,2867,449,Fragile
ORD7025,2025-04-27,Melissa Ochoa,iPhone 13,Laptop,5,7735,Bengaluru,19%,UPI,Cancelled,Arjun,16533,896,Fragile
ORD7026,2024-06-15,Charles Rowe,MacBook Air,Accessories,2,143011,Bengaluru,13%,UPI,Cancelled,Sarah,14274,890,Late delivery
ORD7027,2025-02-26,Teresa Martin,Fitbit Charge,Mobile,4,124824,Mumbai,20%,Debit Card,Delayed,Sarah,16939,207,No stock
ORD7028,2024-06-11,Joyce Zimmerman,Galaxy Tab,Laptop,4,107215,Kolkata,13%,Credit Card,Pending,John,12049,677,Fragile
ORD7029,2024-07-05,Julia Evans,MacBook Air,Smartwatch,3,45674,Delhi,1%,Cash,Pending,Riya,2468,887,No stock
ORD7030,2025-03-24,John Cooper,OnePlus 11,Smartwatch,2,27515,Delhi,8%,Debit Card,Delayed,John,-2729,454,Late delivery
ORD7031,2024-06-09,Craig Wallace,OnePlus 11,Smartwatch,4,25120,Mumbai,8%,Cash,Delivered,Sarah,13367,566,Urgent
ORD7032,2025-01-19,Valerie Watkins,OnePlus 11,Tablet,5,56090,Mumbai,9%,UPI,Cancelled,Riya,-2831,498,Fragile
ORD7033,2024-09-21,Cindy Townsend,Fitbit Charge,Mobile,2,101817,Chennai,2%,Credit Card,Delivered,Priya,2460,360,Urgent
ORD7034,2025-03-30,Nicholas Chung,AirPods Pro,Laptop,5,54211,Chennai,1%,Net Banking,Delayed,Arjun,-4516,887,Fragile
ORD7035,2024-11-29,Kenneth Curry,Galaxy Tab,Smartwatch,3,139406,Bengaluru,18%,Debit Card,Pending,Priya,16659,959,Late delivery
ORD7036,2024-10-31,Eileen Foley,Fitbit Charge,Laptop,4,64892,Bengaluru,18%,Credit Card,Cancelled,Riya,17860,957,Late delivery
ORD7037,2024-09-30,Beth Green,iPhone 13,Tablet,4,66816,Delhi,8%,Credit Card,Pending,Arjun,8681,804,-
ORD7038,2024-10-18,Ann Olsen,AirPods Pro,Laptop,5,28775,Delhi,6%,Debit Card,Cancelled,Arjun,18793,959,Late delivery
ORD7039,2025-03-22,Kelly Marshall,iPhone 13,Tablet,5,73009,Chennai,17%,Net Banking,Pending,Sarah,15120,306,Late delivery
ORD7040,2024-05-28,James Sanchez,Fitbit Charge,Smartwatch,4,98177,Kolkata,7%,Cash,Cancelled,Arjun,16918,578,Fragile
ORD7041,2024-08-30,Michael Harper,Galaxy Tab,Mobile,3,119181,Hyderabad,1%,Cash,Cancelled,Sarah,17672,880,-
ORD7042,2024-06-18,Jonathan Martin,MacBook Air,Accessories,5,54813,Chennai,17%,Debit Card,Delayed,Priya,4208,583,Urgent
ORD7043,2024-09-06,Frances Fisher,OnePlus 11,Accessories,1,8167,Mumbai,17%,Net Banking,Cancelled,Sarah,-4090,629,Urgent
ORD7044,2024-10-11,Felicia Carrillo,iPhone 13,Laptop,5,26364,Chennai,14%,Debit Card,Delayed,Arjun,-4510,621,Urgent
ORD7045,2024-12-26,John Jackson,OnePlus 11,Smartwatch,5,93727,Mumbai,2%,Net Banking,Delayed,David,4648,299,Late delivery
ORD7046,2024-12-11,Tiffany Mercer,OnePlus 11,Laptop,4,42407,Delhi,12%,Cash,Delayed,Riya,-2869,514,Urgent
ORD7047,2025-01-26,Patrick Skinner,Fitbit Charge,Laptop,2,147082,Hyderabad,2%,Net Banking,Pending,John,4979,632,No stock
ORD7048,2025-02-18,Justin Harrell,Fitbit Charge,Tablet,5,118471,Delhi,1%,Credit Card,Delivered,Arjun,-4761,908,Late delivery
ORD7049,2025-01-01,Kelly Jordan,MacBook Air,Laptop,5,40608,Bengaluru,3%,Net Banking,Pending,David,19036,241,Fragile
ORD7050,2024-12-26,Mark Boyle,MacBook Air,Accessories,3,124461,Kolkata,13%,UPI,Delayed,Sarah,13410,894,No stock
ORD7051,2024-07-08,Terry Cunningham,Galaxy Tab,Laptop,1,22152,Chennai,19%,Net Banking,Pending,Arjun,-1070,643,Urgent
ORD7052,2024-11-24,Johnny Rodriguez,Galaxy Tab,Smartwatch,2,98584,Delhi,15%,Net Banking,Pending,David,17737,249,Urgent
ORD7053,2024-09-11,Shawn Campbell,iPhone 13,Accessories,1,139759,Mumbai,18%,Credit Card,Delayed,Priya,11574,970,No stock
ORD7054,2025-01-25,Michael Cunningham,iPhone 13,Laptop,1,79358,Bengaluru,3%,Credit Card,Delivered,David,14875,747,Late delivery
ORD7055,2024-07-06,Jonathon Moore,MacBook Air,Tablet,5,141590,Chennai,10%,Debit Card,Delivered,John,3054,284,-
ORD7056,2024-05-07,Kevin Perry,MacBook Air,Laptop,1,138844,Delhi,1%,Net Banking,Cancelled,Priya,2338,597,Urgent
ORD7057,2024-07-18,Charles Bell,iPhone 13,Laptop,2,29529,Hyderabad,4%,Credit Card,Delayed,Riya,-2506,793,Fragile
ORD7058,2025-02-02,Jacqueline Singleton,OnePlus 11,Accessories,4,41066,Kolkata,1%,Debit Card,Delivered,Riya,8967,711,Late delivery
ORD7059,2024-08-27,Anne Reed,MacBook Air,Tablet,2,44846,Mumbai,7%,Net Banking,Cancelled,David,-2795,847,-
ORD7060,2024-12-10,John Mcclure,iPhone 13,Laptop,1,30738,Delhi,17%,Cash,Pending,Arjun,7050,238,Urgent
ORD7061,2025-03-13,Daniel Williams,Galaxy Tab,Laptop,1,81742,Hyderabad,10%,Net Banking,Delivered,John,-4397,602,Urgent
ORD7062,2024-10-20,Andrew Walker,MacBook Air,Laptop,1,124499,Mumbai,7%,Net Banking,Cancelled,David,287,641,-
ORD7063,2024-05-10,Christine Frazier DDS,AirPods Pro,Tablet,5,48029,Hyderabad,10%,Net Banking,Cancelled,Sarah,2728,693,Fragile
ORD7064,2025-01-22,Jerry Freeman,MacBook Air,Laptop,2,127851,Bengaluru,6%,Net Banking,Delayed,John,10374,900,Urgent
ORD7065,2025-03-12,Colleen Burns,iPhone 13,Smartwatch,4,139207,Mumbai,0%,UPI,Pending,Arjun,12503,997,Fragile
ORD7066,2024-05-29,James Haynes,AirPods Pro,Smartwatch,1,147553,Bengaluru,0%,Cash,Cancelled,Sarah,4676,732,Urgent
ORD7067,2025-03-08,Matthew Robinson,Fitbit Charge,Accessories,4,59782,Hyderabad,5%,Net Banking,Pending,David,4726,277,Fragile
ORD7068,2024-09-24,Joseph Colon,iPhone 13,Tablet,5,35672,Kolkata,5%,Cash,Pending,John,3021,821,Urgent
ORD7069,2025-04-22,Monique Williams,Galaxy Tab,Tablet,4,140016,Hyderabad,8%,Debit Card,Delivered,David,8638,661,No stock
ORD7070,2025-02-11,Heidi Martin,AirPods Pro,Accessories,5,149673,Chennai,2%,Cash,Pending,Riya,17297,730,-
ORD7071,2024-08-26,James Monroe,MacBook Air,Accessories,1,63976,Bengaluru,19%,UPI,Delayed,Arjun,5079,964,Fragile
ORD7072,2024-07-24,Shawn Nelson,Fitbit Charge,Laptop,5,17718,Bengaluru,13%,UPI,Delayed,Riya,16940,784,No stock
ORD7073,2024-09-13,Jeffrey Good,Galaxy Tab,Laptop,3,102727,Bengaluru,1%,Cash,Cancelled,Riya,13340,737,No stock
ORD7074,2024-05-05,Sarah Humphrey,MacBook Air,Tablet,2,118919,Delhi,17%,Credit Card,Pending,Priya,17189,645,Urgent
ORD7075,2024-08-30,Theresa Fischer,AirPods Pro,Tablet,1,67316,Chennai,0%,Cash,Delayed,Riya,10691,799,Fragile
ORD7076,2024-05-13,Angela Edwards,iPhone 13,Smartwatch,4,148818,Mumbai,19%,Net Banking,Cancelled,Sarah,17951,476,Fragile
ORD7077,2024-06-24,Alexa Kim,iPhone 13,Mobile,4,48620,Hyderabad,3%,Credit Card,Pending,John,16570,981,Urgent
ORD7078,2024-05-07,Mary Mcneil,Galaxy Tab,Smartwatch,5,132863,Kolkata,8%,UPI,Pending,Arjun,16142,458,Late delivery
ORD7079,2024-10-18,Johnny Macdonald,AirPods Pro,Laptop,2,56419,Bengaluru,20%,Credit Card,Delivered,Riya,10196,297,Urgent
ORD7080,2024-10-26,Angela Phillips,Galaxy Tab,Tablet,3,149562,Bengaluru,11%,Net Banking,Cancelled,Arjun,-2280,727,Late delivery
ORD7081,2024-10-14,Christina Walker,Fitbit Charge,Tablet,3,90198,Hyderabad,7%,Credit Card,Delayed,Priya,12398,191,-
ORD7082,2024-08-21,Benjamin Marshall,AirPods Pro,Laptop,4,18650,Kolkata,13%,Credit Card,Delivered,David,10976,783,-
ORD7083,2025-03-30,Benjamin Turner DDS,OnePlus 11,Tablet,5,44904,Hyderabad,20%,Net Banking,Pending,Riya,-4210,721,No stock
ORD7084,2025-02-12,Wendy Bond,AirPods Pro,Smartwatch,2,58845,Delhi,3%,UPI,Pending,David,-4541,590,No stock
ORD7085,2024-07-31,Alison Daniels,iPhone 13,Accessories,4,8645,Delhi,18%,Cash,Cancelled,John,3694,674,Late delivery
ORD7086,2025-04-26,Dale Smith,AirPods Pro,Laptop,2,16828,Delhi,13%,Net Banking,Pending,Sarah,4535,709,-
ORD7087,2024-07-03,Dawn Fitzgerald,AirPods Pro,Laptop,4,10061,Kolkata,19%,Credit Card,Delayed,Arjun,4389,353,-
ORD7088,2025-04-18,Dylan Craig,MacBook Air,Smartwatch,3,55259,Chennai,3%,UPI,Cancelled,John,18416,624,No stock
ORD7089,2024-09-19,Mary Carpenter,AirPods Pro,Laptop,1,85387,Delhi,0%,Net Banking,Cancelled,David,18779,601,-
ORD7090,2025-01-09,Briana Sanders,MacBook Air,Accessories,2,106891,Kolkata,10%,Credit Card,Delivered,Sarah,17903,784,No stock
ORD7091,2024-09-07,Gregory Cline,AirPods Pro,Laptop,2,76238,Bengaluru,8%,Net Banking,Pending,Priya,9977,610,Late delivery
ORD7092,2024-09-17,Amanda Jones,AirPods Pro,Tablet,4,101326,Bengaluru,16%,UPI,Delayed,Arjun,6371,711,-
ORD7093,2024-06-28,Kristen Carter,AirPods Pro,Smartwatch,5,93151,Kolkata,14%,Credit Card,Cancelled,David,251,375,Late delivery
ORD7094,2024-10-06,Amy Moore,iPhone 13,Laptop,4,121622,Kolkata,19%,UPI,Cancelled,Arjun,-4892,600,No stock
ORD7095,2025-02-17,Jonathan Brown,iPhone 13,Tablet,5,19071,Delhi,3%,Net Banking,Cancelled,Sarah,14851,670,No stock
ORD7096,2024-05-10,Joseph Carroll,OnePlus 11,Smartwatch,3,81633,Hyderabad,19%,UPI,Delayed,Arjun,9352,925,Late delivery
ORD7097,2024-10-05,Mark Jones,OnePlus 11,Smartwatch,5,106557,Hyderabad,14%,Net Banking,Delayed,Arjun,10209,253,Late delivery
ORD7098,2024-11-22,Patrick Sanders,OnePlus 11,Smartwatch,2,123914,Hyderabad,3%,Credit Card,Delayed,John,11826,721,Late delivery
ORD7099,2025-01-10,Andrea Simon,OnePlus 11,Mobile,1,51591,Hyderabad,11%,Net Banking,Delivered,John,8545,110,Urgent
ORD7100,2024-10-23,Eric Lindsey,iPhone 13,Smartwatch,3,32935,Delhi,19%,UPI,Cancelled,Arjun,17814,107,Late delivery
ORD7101,2024-05-14,Daniel Roberts,iPhone 13,Accessories,1,132960,Kolkata,11%,Credit Card,Cancelled,Priya,2994,223,Fragile
ORD7102,2024-05-02,Chelsea Young,MacBook Air,Accessories,2,91274,Hyderabad,18%,Credit Card,Cancelled,Arjun,852,837,-
ORD7103,2024-09-14,Christopher Strickland,iPhone 13,Tablet,3,109057,Mumbai,0%,UPI,Pending,Riya,12491,923,Fragile
ORD7104,2025-02-22,Kenneth Holland,Galaxy Tab,Laptop,2,110488,Delhi,5%,UPI,Pending,Priya,19473,664,-
ORD7105,2024-12-09,Antonio Baker,Galaxy Tab,Tablet,4,80766,Kolkata,9%,Net Banking,Delivered,David,11120,797,Late delivery
ORD7106,2025-04-24,Beverly Higgins,iPhone 13,Mobile,4,71501,Bengaluru,13%,Credit Card,Delayed,Priya,7989,611,-
ORD7107,2025-04-01,Michelle Vasquez,AirPods Pro,Tablet,5,28509,Mumbai,6%,Credit Card,Cancelled,Riya,391,313,-
ORD7108,2024-12-23,John Vargas,Fitbit Charge,Accessories,1,41846,Kolkata,14%,Net Banking,Cancelled,Priya,-1360,840,No stock
ORD7109,2024-09-23,Andrea Ortiz,iPhone 13,Tablet,4,143910,Hyderabad,4%,Cash,Pending,Priya,18782,287,Urgent
ORD7110,2024-10-28,Yvonne Gonzalez,Galaxy Tab,Tablet,4,31489,Kolkata,19%,Net Banking,Pending,David,697,292,Late delivery
ORD7111,2024-12-25,Kelsey Smith,AirPods Pro,Mobile,2,65067,Chennai,14%,Net Banking,Delivered,John,19740,394,No stock
ORD7112,2025-03-05,David Garcia,OnePlus 11,Tablet,4,108834,Bengaluru,8%,Net Banking,Delayed,Sarah,4031,401,Fragile
ORD7113,2024-05-30,Jenna Nguyen,iPhone 13,Accessories,4,53449,Kolkata,14%,Debit Card,Cancelled,Priya,-2885,233,-
ORD7114,2025-04-10,Cassandra Hansen,iPhone 13,Smartwatch,4,69638,Bengaluru,7%,Credit Card,Cancelled,Arjun,3019,618,No stock
ORD7115,2024-09-20,Jeffrey Gonzalez,AirPods Pro,Mobile,3,62294,Mumbai,10%,Credit Card,Cancelled,Sarah,7014,141,No stock
ORD7116,2024-08-31,Lauren Turner,AirPods Pro,Tablet,1,8985,Hyderabad,14%,UPI,Pending,Riya,19722,666,Fragile
ORD7117,2025-02-04,Marissa Wallace,iPhone 13,Mobile,1,64651,Hyderabad,13%,UPI,Delayed,Arjun,14068,872,-
ORD7118,2025-03-11,Ronald Norton,Fitbit Charge,Mobile,5,149881,Bengaluru,0%,UPI,Pending,John,-1866,633,No stock
ORD7119,2024-06-21,Carrie Brown,Galaxy Tab,Mobile,4,108322,Kolkata,10%,Credit Card,Delivered,Arjun,15069,852,Urgent
ORD7120,2024-08-28,Henry Robertson,AirPods Pro,Laptop,4,18693,Mumbai,14%,UPI,Pending,Priya,13995,476,-
ORD7121,2024-10-16,Tricia Larson,AirPods Pro,Smartwatch,5,61839,Mumbai,0%,Debit Card,Delayed,Arjun,-661,719,Urgent
ORD7122,2024-08-13,Timothy Vasquez,Fitbit Charge,Mobile,3,114276,Mumbai,15%,Debit Card,Delivered,Priya,9853,493,-
ORD7123,2024-06-08,Molly Martinez,Fitbit Charge,Smartwatch,3,123405,Mumbai,17%,UPI,Delivered,Sarah,7339,938,Late delivery
ORD7124,2024-06-20,Julie Martin,iPhone 13,Smartwatch,4,119582,Kolkata,11%,Net Banking,Delayed,Priya,-112,846,No stock
ORD7125,2024-05-31,Timothy Green,MacBook Air,Laptop,4,122501,Mumbai,19%,Debit Card,Delivered,Priya,12941,575,Late delivery
ORD7126,2025-01-21,Julie Lee,OnePlus 11,Smartwatch,2,93099,Hyderabad,17%,Net Banking,Pending,Riya,15159,336,Fragile
ORD7127,2025-03-26,Rachel Johnson,iPhone 13,Smartwatch,4,32645,Chennai,19%,Cash,Cancelled,David,10119,787,Fragile
ORD7128,2024-05-05,Dylan Estrada,iPhone 13,Mobile,1,59608,Delhi,13%,Net Banking,Cancelled,Priya,-1355,832,-
ORD7129,2024-09-19,Brian Ryan,iPhone 13,Accessories,4,67530,Mumbai,19%,Cash,Delivered,David,5263,603,Fragile
ORD7130,2025-04-20,Cindy Brown,MacBook Air,Laptop,4,79171,Hyderabad,10%,UPI,Cancelled,Priya,17529,816,No stock
ORD7131,2025-01-02,Anthony Valdez,Galaxy Tab,Accessories,2,66145,Chennai,20%,Net Banking,Pending,David,310,957,-
ORD7132,2025-04-19,David White,iPhone 13,Accessories,4,25547,Delhi,17%,Cash,Delivered,Priya,12059,808,Fragile
ORD7133,2025-02-15,Jeffrey Gould,iPhone 13,Accessories,5,107744,Chennai,19%,Debit Card,Delayed,Arjun,19951,679,Late delivery
ORD7134,2025-03-15,Jacob Hinton,Fitbit Charge,Laptop,2,141957,Hyderabad,3%,Net Banking,Delivered,John,12473,766,Fragile
ORD7135,2024-11-03,Karen Sims,AirPods Pro,Smartwatch,2,41886,Delhi,4%,Debit Card,Delayed,Arjun,344,753,Late delivery
ORD7136,2025-04-16,Marcus Esparza,Fitbit Charge,Laptop,4,74590,Chennai,9%,Credit Card,Pending,John,9441,190,Late delivery
ORD7137,2024-05-18,Kimberly White,iPhone 13,Laptop,1,40288,Hyderabad,5%,Credit Card,Delivered,Priya,562,440,Fragile
ORD7138,2024-11-02,Nathan Cameron,Galaxy Tab,Accessories,2,50064,Hyderabad,1%,Debit Card,Delayed,Priya,-3107,955,Urgent
ORD7139,2024-12-17,Tanner Beard,AirPods Pro,Tablet,3,125119,Delhi,13%,UPI,Delayed,David,9048,345,Late delivery
ORD7140,2024-11-13,Ryan Johnson,Fitbit Charge,Accessories,2,121370,Bengaluru,15%,UPI,Delivered,Priya,12918,583,-
ORD7141,2024-08-14,George White,MacBook Air,Smartwatch,4,87877,Delhi,5%,Debit Card,Delivered,John,-3708,417,Late delivery
ORD7142,2024-07-17,Kenneth Sullivan,AirPods Pro,Tablet,2,6763,Hyderabad,2%,Credit Card,Delayed,Arjun,17963,650,Fragile
ORD7143,2024-06-03,Jamie Wallace,MacBook Air,Accessories,1,58642,Kolkata,20%,Cash,Cancelled,Arjun,13856,703,Urgent
ORD7144,2025-03-25,Jill Anderson MD,AirPods Pro,Smartwatch,5,148265,Mumbai,17%,Net Banking,Cancelled,Sarah,19142,345,Late delivery
ORD7145,2025-03-09,Andrew Gordon,AirPods Pro,Laptop,1,47146,Mumbai,8%,UPI,Delayed,John,-1376,975,Fragile
ORD7146,2024-08-21,William Hall,Galaxy Tab,Tablet,5,81065,Hyderabad,13%,Credit Card,Delivered,John,11925,351,Late delivery
ORD7147,2025-02-13,Michael Jackson,iPhone 13,Laptop,2,102519,Kolkata,18%,Credit Card,Delivered,John,14266,914,-
ORD7148,2025-03-27,James Fuentes,OnePlus 11,Accessories,4,26648,Kolkata,0%,Net Banking,Cancelled,Riya,2325,455,Fragile
ORD7149,2025-02-26,Nathaniel Evans,Galaxy Tab,Tablet,3,115780,Delhi,1%,Net Banking,Delivered,Sarah,16885,771,No stock
ORD7150,2024-06-29,Richard Martin,Galaxy Tab,Accessories,1,63647,Delhi,19%,Debit Card,Cancelled,Arjun,6089,340,Fragile
ORD7151,2024-05-30,Sharon Mcdonald,AirPods Pro,Tablet,2,94081,Chennai,20%,Net Banking,Pending,Priya,8692,166,-
ORD7152,2024-05-28,Rebecca Hobbs,Galaxy Tab,Smartwatch,2,62093,Delhi,12%,UPI,Delivered,John,5288,699,Urgent
ORD7153,2024-12-25,Olivia Vaughn,MacBook Air,Smartwatch,5,140198,Hyderabad,11%,Cash,Cancelled,John,687,302,Urgent
ORD7154,2024-08-22,Rodney Burton,AirPods Pro,Smartwatch,4,65455,Chennai,8%,Credit Card,Delivered,Sarah,19106,674,Urgent
ORD7155,2025-01-21,Rebecca Carr,iPhone 13,Laptop,5,94625,Chennai,9%,Net Banking,Delayed,Arjun,8685,356,Late delivery
ORD7156,2024-04-29,Paul Norton,Fitbit Charge,Accessories,5,28876,Hyderabad,10%,Debit Card,Delivered,Arjun,-3647,878,Late delivery
ORD7157,2025-03-30,Ronald Robles,iPhone 13,Accessories,2,121485,Bengaluru,18%,Cash,Cancelled,Sarah,4395,826,Urgent
ORD7158,2024-09-10,Bradley Carson,iPhone 13,Tablet,2,13752,Kolkata,16%,Credit Card,Delayed,David,-4379,325,Late delivery
ORD7159,2025-04-13,Melanie Ramos,AirPods Pro,Laptop,3,33030,Kolkata,14%,UPI,Delivered,David,3441,258,Late delivery
